ID	Database	Citation
9741627	Pubmed	"A requirement for caveolin-1 and associated kinase Fyn in integrin signaling and anchorage-dependent cell growth. Wary KK, Mariotti A, Zurzolo C, Giancotti FG. Cell. 1998 Sep 4;94(5):625–34.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9741627"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9741627"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9741627"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17126425	Pubmed	"Roles of the Raf/MEK/ERK pathway in cell growth, malignant transformation and drug resistance. McCubrey JA, Steelman LS, Chappell WH, Abrams SL, Wong EWT, Chang F, et al. Biochim Biophys Acta. 2007 Aug;1773(8):1263–84.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17126425"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17126425"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17126425"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23443243	Pubmed	"Insulin signalling mechanisms for triacylglycerol storage. Czech MP, Tencerova M, Pedersen DJ, Aouadi M. Diabetologia. 2013 May;56(5):949–64.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23443243"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23443243"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23443243"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26239609	Pubmed	"Congenital generalized lipodystrophies--new insights into metabolic dysfunction. Patni N, Garg A. Nat Rev Endocrinol. 2015 Sep;11(9):522–34.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26239609"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26239609"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26239609"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27009876	Pubmed	"Caveolin-1 is a checkpoint regulator in hypoxia-induced astrocyte apoptosis via Ras/Raf/ERK pathway. Xu L, Wang L, Wen Z, Wu L, Jiang Y, Yang L, et al. Am J Physiol Cell Physiol. 2016 Jun 1;310(11):C903-10.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27009876"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27009876"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27009876"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27408775	Pubmed	"AGPAT2 is essential for postnatal development and maintenance of white and brown adipose tissue. Cautivo KM, Lizama CO, Tapia PJ, Agarwal AK, Garg A, Horton JD, et al. Mol Metab. 2016 May 13;5(7):491–505.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27408775"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27408775"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27408775"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27852311	Pubmed	"Caveolin-1 in the regulation of cell metabolism: a cancer perspective. Nwosu ZC, Ebert MP, Dooley S, Meyer C. Mol Cancer. 2016 Nov 16;15(1):71.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27852311"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27852311"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27852311"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27879284	Pubmed	"Seipin regulates ER-lipid droplet contacts and cargo delivery. Salo VT, Belevich I, Li S, Karhinen L, Vihinen H, Vigouroux C, et al. EMBO J. 2016 Dec 15;35(24):2699–716.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27879284"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27879284"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27879284"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28476236	Pubmed	"Genetics of Lipodystrophy. Lightbourne M, Brown RJ. Endocrinol Metab Clin North Am. 2017 Jun;46(2):539–54.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28476236"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28476236"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28476236"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28588114	Pubmed	"Two Glycerol-3-Phosphate Dehydrogenases from Chlamydomonas Have Distinct Roles in Lipid Metabolism. Driver T, Trivedi DK, McIntosh OA, Dean AP, Goodacre R, Pittman JK. Plant Physiol. 2017 Aug;174(4):2083–97.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28588114"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28588114"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28588114"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
