Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Sulfate	Metabolite	hmdb:HMDB0001448	""						chebi:26836	inchikey:QAOWNCQODCNURD-UHFFFAOYSA-N	pubchem.compound:1117	chemspider:1086	hmdb:HMDB0001448	kegg.compound:C00059	
ATP	Metabolite	hmdb:HMDB0000538	""						chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N	pubchem.compound:5957	chemspider:5742	hmdb:HMDB0000538	kegg.compound:C00002	
Glutathione (reduced)	Metabolite	hmdb:HMDB0000125	""						chebi:16856	inchikey:RWSXRVCMGQZWBV-WDSKDSINSA-N	pubchem.compound:124886	chemspider:111188	hmdb:HMDB0000125	kegg.compound:C00051	
PAPS	Metabolite	hmdb:HMDB0001134	""						chebi:17980	inchikey:GACDQMDRPRGCTN-KQYNXXCUSA-N	pubchem.compound:10214	chemspider:9799	hmdb:HMDB0001134	kegg.compound:C00053	
NADPH	Metabolite	hmdb:HMDB0000221	""						chebi:16474	inchikey:ACFIXJIJDZMPPO-NNYOXOHSSA-N	pubchem.compound:5884	chemspider:5673	hmdb:HMDB0000221	kegg.compound:C00005	
Glutathione (oxidized)	Metabolite	hmdb:HMDB0003337	""						chebi:17858	inchikey:YPZRWBKMTBYPTK-BJDJZHNGSA-N	pubchem.compound:65359	chemspider:58835	hmdb:HMDB0003337	kegg.compound:C00127	
APS	Metabolite	hmdb:HMDB0001003	""						chebi:17709	inchikey:IRLPACMLTUPBCL-KQYNXXCUSA-N	pubchem.compound:10238	chemspider:9821	hmdb:HMDB0001003	kegg.compound:C00224	
PAP	Metabolite	hmdb:HMDB0000061	""						chebi:17985	inchikey:WHTCPDAXWFLDIH-KQYNXXCUSA-N	pubchem.compound:159296	chemspider:140102	hmdb:HMDB0000061	kegg.compound:C00054	
NADP+	Metabolite	hmdb:HMDB0000217	""						chebi:44409	inchikey:XJLXINKUBYWONI-NNYOXOHSSA-N	pubchem.compound:5885	chemspider:5674	hmdb:HMDB0000217	kegg.compound:C00006	
ADP	Metabolite	hmdb:HMDB0001341	""						chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N	pubchem.compound:6022	chemspider:5800	hmdb:HMDB0001341	kegg.compound:C00008	
SULT1E1	GeneProduct	ensembl:ENSBTAG00000011952	"HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000109193"	ensembl:ENSBTAG00000011952	ncbigene:280934		uniprot:Q3ZC30								
