ID	Database	Citation
2722838	Pubmed	"Merrill MJ, Yeh GC, Phang JM. Purified human erythrocyte pyrroline-5-carboxylate reductase. Preferential oxidation of NADPH. J Biol Chem. 1989 Jun 5;264(16):9352–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2722838"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2722838"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2722838"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16940241	Pubmed	"Camacho JA, Mardach R, Rioseco-Camacho N, Ruiz-Pesini E, Derbeneva O, Andrade D, et al. Clinical and functional characterization of a human ORNT1 mutation (T32R) in the hyperornithinemia-hyperammonemia-homocitrullinuria (HHH) syndrome. Pediatr Res. 2006 Oct;60(4):423–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16940241"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16940241"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16940241"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20301338	Pubmed	"Sun A, Crombez EA, Wong D. Arginase Deficiency. In: Adam MP, Everman DB, Mirzaa GM, Pagon RA, Wallace SE, Bean LJ, et al., editors. GeneReviews®. Seattle (WA): University of Washington, Seattle; 2004.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20301338"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20301338"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20301338"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20301360	Pubmed	"Saheki T, Song Y-Z. Citrin Deficiency. In: Adam MP, Everman DB, Mirzaa GM, Pagon RA, Wallace SE, Bean LJ, et al., editors. GeneReviews®. Seattle (WA): University of Washington, Seattle; 2005.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20301360"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20301360"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20301360"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20301631	Pubmed	"Quinonez SC, Lee KN. Citrullinemia Type I. In: Adam MP, Everman DB, Mirzaa GM, Pagon RA, Wallace SE, Bean LJ, et al., editors. GeneReviews®. Seattle (WA): University of Washington, Seattle; 2004.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20301631"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20301631"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20301631"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27132995	Pubmed	"Amoedo ND, Punzi G, Obre E, Lacombe D, De Grassi A, Pierri CL, et al. AGC1/2, the mitochondrial aspartate-glutamate carriers. Biochim Biophys Acta. 2016 Oct;1863(10):2394–412.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27132995"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27132995"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27132995"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28293384	Pubmed	"Kido J, Kawasaki T, Mitsubuchi H, Kamohara H, Ohba T, Matsumoto S, et al. Hyperammonemia crisis following parturition in a female patient with ornithine transcarbamylase deficiency. World J Hepatol. 2017 Feb 28;9(6):343–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28293384"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28293384"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28293384"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
28658158	Pubmed	"Yang X, Shi J, Lei H, Xia B, Mu D. Neonatal-onset carbamoyl phosphate synthetase I deficiency: A case report. Medicine (Baltimore). 2017 Jun;96(26):e7365.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/28658158"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/28658158"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/28658158"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30158522	Pubmed	"Baruteau J, Perocheau DP, Hanley J, Lorvellec M, Rocha-Ferreira E, Karda R, et al. Argininosuccinic aciduria fosters neuronal nitrosative stress reversed by Asl gene transfer. Nat Commun. 2018 Aug 29;9(1):3505.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30158522"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30158522"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30158522"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30337552	Pubmed	"Williams M, Burlina A, Rubert L, Polo G, Ruijter GJG, van den Born M, et al. N-Acetylglutamate Synthase Deficiency Due to a Recurrent Sequence Variant in the N-acetylglutamate Synthase Enhancer Region. Sci Rep. 2018 Oct 18;8(1):15436.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30337552"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30337552"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30337552"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
