Label	Type	ID	Database	
NSDHL	GeneProduct	50814	Entrez Gene
(S)-2,3-Epoxysqualene	Metabolite	CHEBI:15441	ChEBI
Mevalonic acid	Metabolite	150-97-0	CAS
farnesyl pyrophosphate	Metabolite	13058-04-3	CAS
FDPS	GeneProduct	2224	Entrez Gene
HMGCS1	GeneProduct	3157	Entrez Gene
SC4MOL	GeneProduct	6307	Entrez Gene
Lathosterol	Metabolite	80-99-9	CAS
SQLE	GeneProduct	6713	Entrez Gene
Lanosterin	Metabolite	79-63-0	CAS
Mevalonic acid 5-pyrophosphate	Metabolite	1492-08-6	CAS
IDI1	GeneProduct	3422	Entrez Gene
MVD	GeneProduct	4597	Entrez Gene
CYP51A1	GeneProduct	1595	Entrez Gene
HMGCR	GeneProduct	3156	Entrez Gene
7-Dehydrocholesterol	Metabolite	434-16-2	CAS
DHCR7	GeneProduct	1717	Entrez Gene
isopentenyl pyrophosphate	Metabolite	358-71-4	CAS
PMVK	GeneProduct	10654	Entrez Gene
HMG-CoA	Metabolite	HMDB0001375	HMDB
Geranyl-PP	Metabolite	6699-20-3	CAS
Cholesterol	Metabolite	57-88-5	CAS
Fatty Acid Beta Oxidation	Pathway	WP143	WikiPathways
Mevalonic acid-5P	Metabolite	73566-35-5	CAS
Squalene	Metabolite	111-02-4	CAS
SC5DL	GeneProduct	6309	Entrez Gene
FDFT1	GeneProduct	2222	Entrez Gene
LSS	GeneProduct	4047	Entrez Gene
MVK	GeneProduct	4598	Entrez Gene
Acetyl-CoA	Metabolite	72-89-9	CAS
Dimethylallyl pyrophosphate	Metabolite	358-72-5	CAS
FDPS	GeneProduct	2224	Entrez Gene
