Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
PIGV	GeneProduct	ensembl:ENSG00000060642	""	ensembl:ENSG00000060642	ncbigene:55650	hgnc.symbol:PIGV	uniprot:Q9NUD9;uniprot:E9PQC7;uniprot:A0A6I8PU65;uniprot:A0A0A0MSX6;uniprot:X1WI27								
PIGN	GeneProduct	ensembl:ENSG00000197563	""	ensembl:ENSG00000197563	ncbigene:23556	hgnc.symbol:PIGN	uniprot:A0A1W2PNR0;uniprot:O95427;uniprot:A0A1W2PQZ1;uniprot:K7EQG0;uniprot:A0A024R2C3;uniprot:A0A1W2PQA9;uniprot:K7ELE1;uniprot:K7EJM6;uniprot:A0A1W2PPA0;uniprot:K7ENK2;uniprot:A0A1W2PPK6;uniprot:K7ERX5;uniprot:K7EL34;uniprot:A0A1W2PQ49;uniprot:A0A1W2PNQ8;uniprot:A0A1W2PNW5;uniprot:K7EMD7;uniprot:K7EID9;uniprot:A0A1W2PPB6;uniprot:K7EPJ2;uniprot:A0A1W2PS19;uniprot:A0A1W2PNH8;uniprot:A0A1W2PRH3;uniprot:A0A1W2PQR8;uniprot:A0A1W2PPR7;uniprot:A0A1W2PQP4;uniprot:K7ESH9;uniprot:A0A1W2PR74								
PIGB	GeneProduct	ensembl:ENSG00000069943	""	ensembl:ENSG00000069943	ncbigene:9488	hgnc.symbol:PIGB	uniprot:H3BS45;uniprot:F5H1S1;uniprot:H3BRK6;uniprot:H3BQU3;uniprot:H3BNW7;uniprot:Q92521								
PIGF	GeneProduct	ensembl:ENSG00000151665	""	ensembl:ENSG00000151665	ncbigene:5281	hgnc.symbol:PIGF	uniprot:H7C392;uniprot:F8WEN5;uniprot:Q07326;uniprot:Q6IB04;uniprot:E5RIN5								
PIGO	GeneProduct	ensembl:ENSG00000165282	""	ensembl:ENSG00000165282	ncbigene:84720	hgnc.symbol:PIGO	uniprot:Q8TEQ8								
PIGG	GeneProduct	ensembl:ENSG00000174227	""	ensembl:ENSG00000174227	ncbigene:54872	hgnc.symbol:PIGG	uniprot:Q5H8A4;uniprot:D6RD39;uniprot:D6RFE8;uniprot:E7EWV1;uniprot:D6R9J9;uniprot:D6RC16;uniprot:E7EM50								
GPAA1	GeneProduct	ensembl:ENSG00000197858	""	ensembl:ENSG00000197858	ncbigene:8733	hgnc.symbol:GPAA1	uniprot:E9PM94;uniprot:E9PLV6;uniprot:E9PPZ9;uniprot:E9PQ31;uniprot:E9PM11;uniprot:O43292								
PIGK	GeneProduct	ensembl:ENSG00000142892	""	ensembl:ENSG00000142892	ncbigene:10026	hgnc.symbol:PIGK	uniprot:S4R3M5;uniprot:B1AK81;uniprot:A6NEM5;uniprot:Q92643								
PIGT	GeneProduct	ensembl:ENSG00000124155	""	ensembl:ENSG00000124155	ncbigene:51604	hgnc.symbol:PIGT	uniprot:A0A1W2PQ50;uniprot:A0A1W2PR70;uniprot:A0A1W2PR92;uniprot:A0A1W2PNP0;uniprot:A0A1W2PP53;uniprot:A0A1W2PQ52;uniprot:A0A1W2PR73;uniprot:A0A1W2PP91;uniprot:A0A1W2PNZ5;uniprot:A0A1W2PQA4;uniprot:A0A1W2PSC5;uniprot:A0A1W2PPC3;uniprot:A0A1W2PPI8;uniprot:A0A1W2PQI9;uniprot:A0A1W2PRG1;uniprot:B7Z7C5;uniprot:H7C2Y2;uniprot:A0A1W2PQ29;uniprot:Q969N2;uniprot:A0A1W2PPK4;uniprot:A0A1W2PP03;uniprot:A0A1W2PPU8;uniprot:A0A1W2PPQ7;uniprot:A0A1W2PNW9;uniprot:A0A1W2PR22;uniprot:A0A1W2PNS2;uniprot:A0A1W2PPS0;uniprot:A0A1W2PQY1;uniprot:A0A1W2PRB4;uniprot:A0A1W2PRH8;uniprot:A0A1W2PRH2;uniprot:A0A1W2PRL6;uniprot:A0A1W2PQL9;uniprot:A0A1W2PQL3;uniprot:A0A1W2PPR6;uniprot:A0A1W2PQN1;uniprot:A0A1W2PR34;uniprot:A0A1W2PRV7;uniprot:A0A1W2PRZ8;uniprot:A0A1W2PP98;uniprot:A0A1W2PP13;uniprot:A0A1W2PP57								
PIGS	GeneProduct	ensembl:ENSG00000087111	""	ensembl:ENSG00000087111	ncbigene:94005	hgnc.symbol:PIGS	uniprot:K7EN97;uniprot:Q96S52;uniprot:H0Y2N5								
