ID	Database	Citation
8374173	Pubmed	"Acton SL, Wong DH, Parham P, Brodsky FM, Jackson AP. Alteration of clathrin light chain expression by transfection and gene disruption. Mol Biol Cell. 1993 Jun;4(6):647–60.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8374173"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8374173"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8374173"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8524399	Pubmed	"Ungewickell E, Ungewickell H, Holstein SE, Lindner R, Prasad K, Barouch W, et al. Role of auxilin in uncoating clathrin-coated vesicles. Nature. 1995 Dec 7;378(6557):632–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8524399"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8524399"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8524399"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8533093	Pubmed	"Cukierman E, Huber I, Rotman M, Cassel D. The ARF1 GTPase-activating protein: zinc finger motif and Golgi complex localization. Science. 1995 Dec 22;270(5244):1999–2002.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8533093"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8533093"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8533093"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8599108	Pubmed	"Schekman R, Orci L. Coat proteins and vesicle budding. Science. 1996 Mar 15;271(5255):1526–33.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8599108"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8599108"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8599108"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8670264	Pubmed	"Maier O, Knoblich M, Westermann P. Dynamin II binds to the trans-Golgi network. Biochem Biophys Res Commun. 1996 Jun 14;223(2):229–33.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8670264"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8670264"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8670264"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8810314	Pubmed	"Seaman MN, Sowerby PJ, Robinson MS. Cytosolic and membrane-associated proteins involved in the recruitment of AP-1 adaptors onto the trans-Golgi network. J Biol Chem. 1996 Oct 11;271(41):25446–51.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8810314"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8810314"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8810314"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9614177	Pubmed	"Zhu Y, Traub LM, Kornfeld S. ADP-ribosylation factor 1 transiently activates high-affinity adaptor protein complex AP-1 binding sites on Golgi membranes. Mol Biol Cell. 1998 Jun;9(6):1323–37.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9614177"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9614177"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9614177"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9861669	Pubmed	"Simon AM, Goodenough DA. Diverse functions of vertebrate gap junctions. Trends Cell Biol. 1998 Dec;8(12):477–83.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9861669"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9861669"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9861669"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10394364	Pubmed	"Musacchio A, Smith CJ, Roseman AM, Harrison SC, Kirchhausen T, Pearse BM. Functional organization of clathrin in coats: combining electron cryomicroscopy and X-ray crystallography. Mol Cell. 1999 Jun;3(6):761–70.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10394364"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10394364"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10394364"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10402461	Pubmed	"Claude A, Zhao BP, Kuziemsky CE, Dahan S, Berger SJ, Yan JP, et al. GBF1: A novel Golgi-associated BFA-resistant guanine nucleotide exchange factor that displays specificity for ADP-ribosylation factor 5. J Cell Biol. 1999 Jul 12;146(1):71–84.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10402461"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10402461"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10402461"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
